source_id,category,paper_id_guess,pdf_path,pdf_relative_path,pdf_exists,pdf_file_size_mb,markdown_expected_path,markdown_actual_path,markdown_exists,markdown_char_count,markdown_status,output_dir,legacy_output_dir,resolved_output_dir,output_dir_layout,has_output_dir,has_stage3,has_stage4a,has_final_dataset,has_link_aware_export,current_pipeline_status,recommended_next_action
fiber_process__104_chen_等_1996_preparation_of_mullite_fiber,fiber_process,104_Chen 等 - 1996 - Preparation of mullite fiber,G:\paper\Sorted_Database\Fiber_Process\104_Chen 等 - 1996 - Preparation of mullite fiber.pdf,G:\paper\Sorted_Database\Fiber_Process\104_Chen 等 - 1996 - Preparation of mullite fiber.pdf,true,3.876,data\markdown\fiber_process\104_Chen 等 - 1996 - Preparation of mullite fiber.md,data\markdown\fiber_process\104_Chen 等 - 1996 - Preparation of mullite fiber.md,true,29423,exists_ok,data\outputs\fiber_process\104_Chen 等 - 1996 - Preparation of mullite fiber,data\outputs\104_Chen 等 - 1996 - Preparation of mullite fiber,data\outputs\fiber_process\104_Chen 等 - 1996 - Preparation of mullite fiber,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__107_chen和gu_2008_the_sol_gel_transition_of_mullite_spinning_solution_in_relation_to_the_formation_of_ceramic_fibers,fiber_process,107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers,G:\paper\Sorted_Database\Fiber_Process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers.pdf,G:\paper\Sorted_Database\Fiber_Process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers.pdf,true,0.483,data\markdown\fiber_process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers.md,data\markdown\fiber_process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers.md,true,51817,exists_ok,data\outputs\fiber_process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers,data\outputs\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers,data\outputs\fiber_process\107_Chen和Gu - 2008 - The sol–gel transition of mullite spinning solution in relation to the formation of ceramic fibers,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__108_chen和gu_2009_sol_gel_dry_spinning_of_mullite_fibers_from_anteosaip_system,fiber_process,108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system,G:\paper\Sorted_Database\Fiber_Process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system.pdf,G:\paper\Sorted_Database\Fiber_Process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system.pdf,true,1.442,data\markdown\fiber_process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system.md,data\markdown\fiber_process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system.md,true,53703,exists_ok,data\outputs\fiber_process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system,data\outputs\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system,data\outputs\fiber_process\108_Chen和Gu - 2009 - Sol–gel dry spinning of mullite fibers from ANTEOSAIP system,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__109_chen和gu_2009_structural_evolution_of_sol_gel_derived_mullite_fibers_with_different_solid_contents_during_sinterin,fiber_process,109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin,G:\paper\Sorted_Database\Fiber_Process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin.pdf,G:\paper\Sorted_Database\Fiber_Process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin.pdf,true,0.666,data\markdown\fiber_process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin.md,data\markdown\fiber_process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin.md,true,41184,exists_ok,data\outputs\fiber_process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin,data\outputs\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin,data\outputs\fiber_process\109_Chen和Gu - 2009 - Structural evolution of sol–gel derived mullite fibers with different solid contents during sinterin,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__110_chiou_等_1994_the_preparation_of_alumina_fibre_by_sol_gel_processing,fiber_process,110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing,G:\paper\Sorted_Database\Fiber_Process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing.pdf,G:\paper\Sorted_Database\Fiber_Process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing.pdf,true,1.787,data\markdown\fiber_process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing.md,data\markdown\fiber_process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing.md,true,43082,exists_ok,data\outputs\fiber_process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing,data\outputs\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing,data\outputs\fiber_process\110_Chiou 等 - 1994 - The preparation of alumina fibre by sol-gel processing,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__111_choi_等_2013_preparation_of_alumina_rods_by_electrospinning_aluminum_sec_butoxidepolyvinylpyrrolidone_blended_so,fiber_process,111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so,G:\paper\Sorted_Database\Fiber_Process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so.pdf,G:\paper\Sorted_Database\Fiber_Process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so.pdf,true,4.252,data\markdown\fiber_process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so.md,data\markdown\fiber_process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so.md,true,19121,exists_ok,data\outputs\fiber_process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so,data\outputs\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so,data\outputs\fiber_process\111_Choi 等 - 2013 - Preparation of alumina rods by electrospinning aluminum sec-butoxidepolyvinylpyrrolidone blended so,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__112_clauss_1994_preparation_and_characterization_of_spinning_dopes_for_dry_spinning_of_continuous_alumina_green_fibe,fiber_process,112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe,G:\paper\Sorted_Database\Fiber_Process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe.pdf,G:\paper\Sorted_Database\Fiber_Process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe.pdf,true,1.146,data\markdown\fiber_process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe.md,data\markdown\fiber_process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe.md,true,45656,exists_ok,data\outputs\fiber_process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe,data\outputs\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe,data\outputs\fiber_process\112_Clauss - 1994 - Preparation and characterization of spinning dopes for dry spinning of continuous alumina green fibe,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__115_davies_等_2000_preparation_of_barium_hexa_aluminate_ceramic_fibres_and_refractories,fiber_process,115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories,G:\paper\Sorted_Database\Fiber_Process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories.pdf,G:\paper\Sorted_Database\Fiber_Process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories.pdf,true,0.212,data\markdown\fiber_process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories.md,data\markdown\fiber_process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories.md,true,15333,exists_ok,data\outputs\fiber_process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories,data\outputs\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories,data\outputs\fiber_process\115_Davies 等 - 2000 - Preparation of barium hexa-aluminate ceramic fibres and refractories,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__122_effect_of_production_parameters_on_the_structure_and_morphology_of_aluminum_titanate_nanofibers_produced_using_electrospinning_technique,fiber_process,122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique,G:\paper\Sorted_Database\Fiber_Process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique.pdf,G:\paper\Sorted_Database\Fiber_Process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique.pdf,true,2.113,data\markdown\fiber_process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique.md,data\markdown\fiber_process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique.md,true,12938,exists_ok,data\outputs\fiber_process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique,data\outputs\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique,data\outputs\fiber_process\122_Effect of production parameters on the structure and morphology of aluminum titanate nanofibers produced using electrospinning technique,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__128_feng_等_2019_low_temperature_preparation_of_novel_stabilized_aluminum_titanate_ceramic_fibers_via_nonhydrolytic_s,fiber_process,128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s,G:\paper\Sorted_Database\Fiber_Process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s.pdf,G:\paper\Sorted_Database\Fiber_Process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s.pdf,true,1.312,data\markdown\fiber_process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s.md,data\markdown\fiber_process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s.md,true,39036,exists_ok,data\outputs\fiber_process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s,data\outputs\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s,data\outputs\fiber_process\128_Feng 等 - 2019 - Low-temperature preparation of novel stabilized aluminum titanate ceramic fibers via nonhydrolytic s,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__135_gao_等_2019_preparation_characterization_and_mechanical_properties_of_continuous_mullite_fibers_derived_from_th,fiber_process,"135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th","G:\paper\Sorted_Database\Fiber_Process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th.pdf","G:\paper\Sorted_Database\Fiber_Process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th.pdf",true,3.365,"data\markdown\fiber_process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th.md","data\markdown\fiber_process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th.md",true,38553,exists_ok,"data\outputs\fiber_process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th","data\outputs\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th","data\outputs\fiber_process\135_Gao 等 - 2019 - Preparation, characterization and mechanical properties of continuous mullite fibers derived from th",category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__136_gao_等_2019_thermal_decomposition_of_aluminum_carboxylates_based_precursor_for_alumina_fibers,fiber_process,136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers,G:\paper\Sorted_Database\Fiber_Process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers.pdf,G:\paper\Sorted_Database\Fiber_Process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers.pdf,true,1.682,data\markdown\fiber_process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers.md,data\markdown\fiber_process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers.md,true,43146,exists_ok,data\outputs\fiber_process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers,data\outputs\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers,data\outputs\fiber_process\136_Gao 等 - 2019 - Thermal decomposition of aluminum carboxylates based precursor for alumina fibers,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__139_glaubitt_等_1994_a_new_way_to_spinnable_sols_derived_from_modified_aluminumalkoxides_code_ep6,fiber_process,139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6,G:\paper\Sorted_Database\Fiber_Process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6.pdf,G:\paper\Sorted_Database\Fiber_Process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6.pdf,true,0.246,data\markdown\fiber_process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6.md,data\markdown\fiber_process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6.md,true,13114,exists_ok,data\outputs\fiber_process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6,data\outputs\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6,data\outputs\fiber_process\139_Glaubitt 等 - 1994 - A new way to spinnable sols derived from modified aluminumalkoxides Code EP6,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__142_gotoh_等_2004_preparation_of_transparent_alumina_film_and_fiber_from_a_composite_of_aluminum_polynuclear_complexm,fiber_process,142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm,G:\paper\Sorted_Database\Fiber_Process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm.pdf,G:\paper\Sorted_Database\Fiber_Process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm.pdf,true,0.292,data\markdown\fiber_process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm.md,data\markdown\fiber_process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm.md,true,25766,exists_ok,data\outputs\fiber_process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm,data\outputs\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm,data\outputs\fiber_process\142_Gotoh 等 - 2004 - Preparation of transparent alumina film and fiber from a composite of aluminum polynuclear complexm,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__153_influence_of_processing_parameters_control_on_preparation_ofa80_polycrystalline_alumina_fiber中文,fiber_process,153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文,G:\paper\Sorted_Database\Fiber_Process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文.pdf,G:\paper\Sorted_Database\Fiber_Process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文.pdf,true,2.714,data\markdown\fiber_process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文.md,data\markdown\fiber_process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文.md,true,10775,exists_ok,data\outputs\fiber_process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文,data\outputs\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文,data\outputs\fiber_process\153_Influence of Processing Parameters Control on Preparation ofA80 Polycrystalline Alumina Fiber中文,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__157_jia_等_2023_preparation_of_alumina_ceramic_continuous_fibers_with_inorganic_acidic_aluminum_sol_as_precursor,fiber_process,157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor,G:\paper\Sorted_Database\Fiber_Process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor.pdf,G:\paper\Sorted_Database\Fiber_Process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor.pdf,true,2.561,data\markdown\fiber_process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor.md,data\markdown\fiber_process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor.md,true,35297,exists_ok,data\outputs\fiber_process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor,data\outputs\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor,data\outputs\fiber_process\157_JIA 等 - 2023 - Preparation of alumina ceramic continuous fibers with inorganic acidic aluminum sol as precursor,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__158_jing_等_2007_synthesis_of_sub_micro_sized_solid_alpha_alumina_fibers_with_smooth_surfaces_by_sol_gel_method,fiber_process,158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method,G:\paper\Sorted_Database\Fiber_Process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method.pdf,G:\paper\Sorted_Database\Fiber_Process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method.pdf,true,0.274,data\markdown\fiber_process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method.md,data\markdown\fiber_process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method.md,true,21863,exists_ok,data\outputs\fiber_process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method,data\outputs\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method,data\outputs\fiber_process\158_Jing 等 - 2007 - Synthesis of sub-micro-sized solid alpha alumina fibers with smooth surfaces by sol–gel method,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__163_kang和gu_2011_dispersion_of_multi_walled_carbon_nanotubes_in_alumina_sol_for_carbon_nanotubealumina_composite_fib,fiber_process,163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib,G:\paper\Sorted_Database\Fiber_Process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib.pdf,G:\paper\Sorted_Database\Fiber_Process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib.pdf,true,1.045,data\markdown\fiber_process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib.md,data\markdown\fiber_process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib.md,true,31267,exists_ok,data\outputs\fiber_process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib,data\outputs\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib,data\outputs\fiber_process\163_Kang和Gu - 2011 - Dispersion of multi-walled carbon nanotubes in alumina sol for carbon nanotubealumina composite fib,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__164_kang和gu_2011_sol_gel_synthesis_of_multi_walled_carbon_nanotubes_reinforced_alumina_silica_fibers,fiber_process,164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers,G:\paper\Sorted_Database\Fiber_Process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers.pdf,G:\paper\Sorted_Database\Fiber_Process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers.pdf,true,0.584,data\markdown\fiber_process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers.md,data\markdown\fiber_process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers.md,true,34482,exists_ok,data\outputs\fiber_process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers,data\outputs\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers,data\outputs\fiber_process\164_Kang和Gu - 2011 - Sol-gel synthesis of multi-walled carbon nanotubes reinforced alumina-silica fibers,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__165_kebbede和carim_1998_influence_of_process_variations_on_microstructure_in_doped_sol_gel_derived_α_alumina,fiber_process,165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina,G:\paper\Sorted_Database\Fiber_Process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina.pdf,G:\paper\Sorted_Database\Fiber_Process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina.pdf,true,0.605,data\markdown\fiber_process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina.md,data\markdown\fiber_process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina.md,true,14197,exists_ok,data\outputs\fiber_process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina,data\outputs\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina,data\outputs\fiber_process\165_Kebbede和Carim - 1998 - Influence of process variations on microstructure in doped sol–gel derived α-alumina,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__174_kuiry_等_2005_solution_based_chemical_synthesis_of_boehmite_nanofibers_and_alumina_nanorods,fiber_process,174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods,G:\paper\Sorted_Database\Fiber_Process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods.pdf,G:\paper\Sorted_Database\Fiber_Process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods.pdf,true,0.188,data\markdown\fiber_process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods.md,data\markdown\fiber_process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods.md,true,32804,exists_ok,data\outputs\fiber_process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods,data\outputs\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods,data\outputs\fiber_process\174_Kuiry 等 - 2005 - Solution-based chemical synthesis of boehmite nanofibers and alumina nanorods,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__184_li_等_2009_preparation_microstructure_and_properties_of_yttrium_aluminum_garnet_fibers_prepared_by_sol_gel_met,fiber_process,"184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met","G:\paper\Sorted_Database\Fiber_Process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met.pdf","G:\paper\Sorted_Database\Fiber_Process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met.pdf",true,1.157,"data\markdown\fiber_process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met.md","data\markdown\fiber_process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met.md",true,28776,exists_ok,"data\outputs\fiber_process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met","data\outputs\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met","data\outputs\fiber_process\184_Li 等 - 2009 - Preparation, microstructure and properties of yttrium aluminum garnet fibers prepared by sol–gel met",category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
fiber_process__189_li_等_2021_research_progress_of_ultrafine_alumina_fiber_prepared_by_sol_gel_method_a_review,fiber_process,189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review,G:\paper\Sorted_Database\Fiber_Process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review.pdf,G:\paper\Sorted_Database\Fiber_Process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review.pdf,true,13.924,data\markdown\fiber_process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review.md,data\markdown\fiber_process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review.md,true,148154,exists_ok,data\outputs\fiber_process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review,data\outputs\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review,data\outputs\fiber_process\189_Li 等 - 2021 - Research progress of ultrafine alumina fiber prepared by sol-gel method A review,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
