source_id,category,paper_id_guess,doi,title_guess,main_pdf_path,markdown_path,supplementary_detected,detection_method,supplementary_source,supplementary_url,supplementary_file_type,supplementary_local_path,download_status,needs_manual_download,confidence,detection_hits,evidence_strength,strong_evidence_hits,weak_evidence_hits,notes
fiber_process__199_ma_2018_preparation_and_grain_growth_of_magnesia_alumina_spinelyttrium_aluminum_garnet_composite_fibers,fiber_process,199_Ma - 2018 - Preparation and grain-growth of magnesia-alumina spinelyttrium aluminum garnet composite fibers,10.1016/j.matchemphys.2008.07.025,PREPARATION AND GRAIN-GROWTH OF MAGNESIA-ALUMINA SPINEL/YTTRIUM ALUMINUM GARNET COMPOSITE FIBERS,G:\paper\Sorted_Database\Fiber_Process\199_Ma - 2018 - Preparation and grain-growth of magnesia-alumina spinelyttrium aluminum garnet composite fibers.pdf,data\markdown\fiber_process\199_Ma - 2018 - Preparation and grain-growth of magnesia-alumina spinelyttrium aluminum garnet composite fibers.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.matchemphys.2008.07.025; general url present without supplementary keyword
fiber_process__200_ma_等_2016_preparation_and_crystal_activation_energy_of_long_yttrium_aluminum_garnet_gel_fibers,fiber_process,200_Ma 等 - 2016 - Preparation and crystal activation energy of long yttrium aluminum garnet gel fibers,10.1007/s10971-016-4063-7,"ORIGINAL PAPER: SOL-GEL, HYBRIDS AND SOLUTION CHEMISTRIES",G:\paper\Sorted_Database\Fiber_Process\200_Ma 等 - 2016 - Preparation and crystal activation energy of long yttrium aluminum garnet gel fibers.pdf,data\markdown\fiber_process\200_Ma 等 - 2016 - Preparation and crystal activation energy of long yttrium aluminum garnet gel fibers.md,true,pdf_text_keyword,markdown_link,http://crossmark.crossref.org/dialog/?doi=10.1007/s10971-016-4063-7&amp;domain=pdf,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; online version
fiber_process__201_ma_等_2017_preparation_and_grain_growth_of_chromia_yttrium_aluminum_garnet_composites_fibers_by_sol_gel_method,fiber_process,201_Ma 等 - 2017 - Preparation and grain-growth of chromia-yttrium aluminum garnet composites fibers by sol–gel method,10.1007/s10971-017-4410-3,Preparation and grain-growth of chromia-yttrium aluminum garnet composites fibers by sol–gel method,G:\paper\Sorted_Database\Fiber_Process\201_Ma 等 - 2017 - Preparation and grain-growth of chromia-yttrium aluminum garnet composites fibers by sol–gel method.pdf,data\markdown\fiber_process\201_Ma 等 - 2017 - Preparation and grain-growth of chromia-yttrium aluminum garnet composites fibers by sol–gel method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1007/s10971-017-4410-3; general url present without supplementary keyword; online version
fiber_process__204_mahapatra_等_2011_synthesis_of_ultra_fine_α_al2o3_fibers_via_electrospinning_method,fiber_process,204_Mahapatra 等 - 2011 - Synthesis of ultra-fine α-Al2O3 fibers via electrospinning method,10.1016/j.ceramint.2011.03.028)/S,Synthesis of ultra-fine α-Al2O3 fibers via electrospinning method,G:\paper\Sorted_Database\Fiber_Process\204_Mahapatra 等 - 2011 - Synthesis of ultra-fine α-Al2O3 fibers via electrospinning method.pdf,data\markdown\fiber_process\204_Mahapatra 等 - 2011 - Synthesis of ultra-fine α-Al2O3 fibers via electrospinning method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1016/j.ceramint.2011.03.028)/S; general url present without supplementary keyword; available online
fiber_process__205_mahmoodi和alinejad_2010_fast_and_facile_synthesis_of_boehmite_nanofibers,fiber_process,205_Mahmoodi和Alinejad - 2010 - Fast and facile synthesis of boehmite nanofibers,10.1016/j.powtec.2010.01.019)/S/URI,Fast and facile synthesis of boehmite nanofibers,G:\paper\Sorted_Database\Fiber_Process\205_Mahmoodi和Alinejad - 2010 - Fast and facile synthesis of boehmite nanofibers.pdf,data\markdown\fiber_process\205_Mahmoodi和Alinejad - 2010 - Fast and facile synthesis of boehmite nanofibers.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1016/j.powtec.2010.01.019)/S/URI; general url present without supplementary keyword; available online
fiber_process__212_milanović_等_2013_preparation_of_low_cost_alumina_nanofibers_via_electrospinning_of_aluminium_chloride_hydroxidepoly,fiber_process,212_Milanović 等 - 2013 - Preparation of low cost alumina nanofibers via electrospinning of aluminium chloride hydroxidepoly,10.1016/j.ceramint.2012.07.062)/S/URI,Short communication,G:\paper\Sorted_Database\Fiber_Process\212_Milanović 等 - 2013 - Preparation of low cost alumina nanofibers via electrospinning of aluminium chloride hydroxidepoly.pdf,data\markdown\fiber_process\212_Milanović 等 - 2013 - Preparation of low cost alumina nanofibers via electrospinning of aluminium chloride hydroxidepoly.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,non-supplementary weak phrases present; doi detected: 10.1016/j.ceramint.2012.07.062)/S/URI; general url present without supplementary keyword; available online
fiber_process__213_mirjalili_等_2020_the_effect_of_adding_different_amount_of_spinning_additives_on_preparation_of_nano_alumina_fiber,fiber_process,213_Mirjalili 等 - 2020 - The effect of adding different amount of   spinning additives   on preparation of nano alumina fiber,10.22034/jna.005,RESEARCH ARTICLE,G:\paper\Sorted_Database\Fiber_Process\213_Mirjalili 等 - 2020 - The effect of adding different amount of   spinning additives   on preparation of nano alumina fiber.pdf,data\markdown\fiber_process\213_Mirjalili 等 - 2020 - The effect of adding different amount of   spinning additives   on preparation of nano alumina fiber.md,true,pdf_text_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__219_natarajan和bhargava_2018_influence_of_spinning_parameters_on_synthesis_of_alumina_fibres_by_centrifugal_spinning,fiber_process,219_Natarajan和Bhargava - 2018 - Influence of spinning parameters on synthesis of alumina fibres by centrifugal spinning,10.1016/j.ceramint.2018.03.239,Influence of spinning parameters on synthesis of alumina fibres by centrifugal spinning,G:\paper\Sorted_Database\Fiber_Process\219_Natarajan和Bhargava - 2018 - Influence of spinning parameters on synthesis of alumina fibres by centrifugal spinning.pdf,data\markdown\fiber_process\219_Natarajan和Bhargava - 2018 - Influence of spinning parameters on synthesis of alumina fibres by centrifugal spinning.md,true,pdf_text_keyword,markdown_link,http://en.ceramicfoam.com.cn/Public/Uploads/519acdfd26302.pdf,pdf,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__224_okada_等_2000_sol_gel_synthesis_of_yagal2o3_long_fibres_from_water_solvent_systems,fiber_process,224_Okada 等 - 2000 - Sol–gel synthesis of YAGAl2O3 long fibres from water solvent systems,,Sol–gel synthesis of YAG/Al2O3 long fibres from water solvent systems,G:\paper\Sorted_Database\Fiber_Process\224_Okada 等 - 2000 - Sol–gel synthesis of YAGAl2O3 long fibres from water solvent systems.pdf,data\markdown\fiber_process\224_Okada 等 - 2000 - Sol–gel synthesis of YAGAl2O3 long fibres from water solvent systems.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__234_pfeifer_等_2016_synthesis_of_zirconia_toughened_alumina_zta_fibers_for_high_performance_materials,fiber_process,234_Pfeifer 等 - 2016 - Synthesis of zirconia toughened alumina (ZTA) fibers for high performance materials,10.1016/j.jeurceramsoc.2015.10.028,Synthesis of zirconia toughened alumina (ZTA) fibers for high performance materials,G:\paper\Sorted_Database\Fiber_Process\234_Pfeifer 等 - 2016 - Synthesis of zirconia toughened alumina (ZTA) fibers for high performance materials.pdf,data\markdown\fiber_process\234_Pfeifer 等 - 2016 - Synthesis of zirconia toughened alumina (ZTA) fibers for high performance materials.md,true,pdf_text_keyword,markdown_link,http://www.bce-special-ceramics.de/hochleistungskeramik/vergleich/,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; available online
fiber_process__241_preparation_of_new_polycrystalline_yttrium_aluminium_garnet_fibersby_the_sol_gel_method,fiber_process,241_Preparation of New Polycrystalline Yttrium Aluminium Garnet Fibersby the Sol-Gel Method,,文章编号: 1000-324X(2002)03-0566-05,G:\paper\Sorted_Database\Fiber_Process\241_Preparation of New Polycrystalline Yttrium Aluminium Garnet Fibersby the Sol-Gel Method.pdf,data\markdown\fiber_process\241_Preparation of New Polycrystalline Yttrium Aluminium Garnet Fibersby the Sol-Gel Method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__243_preparation_of_yttrium_aluminum_garnet_fibers_by_t,fiber_process,243_Preparation_of_yttrium_aluminum_garnet_fibers_by_t,,PREPARATION OF YTTRIUM ALUMINUM GARNET FIBERS BY THE SOL-GEL METHOD,G:\paper\Sorted_Database\Fiber_Process\243_Preparation_of_yttrium_aluminum_garnet_fibers_by_t.pdf,data\markdown\fiber_process\243_Preparation_of_yttrium_aluminum_garnet_fibers_by_t.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
fiber_process__246_qiu_等_2016_preparation_of_polycrystalline_high_temperature_refractory_mullite_fibers_via_precursor_method,fiber_process,246_QIU 等 - 2016 - Preparation of polycrystalline high temperature refractory mullite fibers via precursor method,,Preparation of polycrystalline high temperature refractory mullite fibers via precursor method,G:\paper\Sorted_Database\Fiber_Process\246_QIU 等 - 2016 - Preparation of polycrystalline high temperature refractory mullite fibers via precursor method.pdf,data\markdown\fiber_process\246_QIU 等 - 2016 - Preparation of polycrystalline high temperature refractory mullite fibers via precursor method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__249_refractory_oxides_containing_barium_and_aluminium,fiber_process,249_Refractory oxides containing barium and aluminium,,Refractory oxides containing barium,G:\paper\Sorted_Database\Fiber_Process\249_Refractory oxides containing barium and aluminium.pdf,data\markdown\fiber_process\249_Refractory oxides containing barium and aluminium.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
fiber_process__270_sohrabi_kashani_等_2025_cost_effective_fabrication_of_mesoporous_alumina_nanofibers_via_electrospinning_enhanced_ceramic_to,fiber_process,270_Sohrabi-Kashani 等 - 2025 - Cost-effective fabrication of mesoporous alumina nanofibers via electrospinning Enhanced ceramic-to,10.1016/j.ceramint.2025.01.550,Cost-effective fabrication of mesoporous alumina nanofibers via electrospinning: Enhanced ceramic-to-polymer ratio,G:\paper\Sorted_Database\Fiber_Process\270_Sohrabi-Kashani 等 - 2025 - Cost-effective fabrication of mesoporous alumina nanofibers via electrospinning Enhanced ceramic-to.pdf,data\markdown\fiber_process\270_Sohrabi-Kashani 等 - 2025 - Cost-effective fabrication of mesoporous alumina nanofibers via electrospinning Enhanced ceramic-to.md,true,markdown_keyword; pdf_text_keyword,markdown_link,https://doi.org/10.1016/j.ceramint.2025.01.550,unknown,,not_attempted,false,high,ESI; Supplementary Data,strong,ESI; Supplementary Data,,supplementary keyword detected with url; Appendix
fiber_process__271_sol_gel_processing_of_alumina_zirconia_fibers,fiber_process,271_Sol-gel processing of alumina-zirconia fibers,10.1016/j.jmatprotec.2005.11.030,Sol–gel processing of alumina fibres,G:\paper\Sorted_Database\Fiber_Process\271_Sol-gel processing of alumina-zirconia fibers.pdf,data\markdown\fiber_process\271_Sol-gel processing of alumina-zirconia fibers.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.jmatprotec.2005.11.030; general url present without supplementary keyword
fiber_process__272_song_1998_preparation_of_mullite_fibers_by_the_sol_gel_method,fiber_process,272_Song - 1998 - Preparation of mullite fibers by the sol-gel method,,Preparation of Mullite Fibers by the Sol-Gel Method,G:\paper\Sorted_Database\Fiber_Process\272_Song - 1998 - Preparation of mullite fibers by the sol-gel method.pdf,data\markdown\fiber_process\272_Song - 1998 - Preparation of mullite fibers by the sol-gel method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__273_song_1998_preparation_of_mullite_fibers_from_aluminum_isopropoxide_aluminum_nitrate_tetraethylorthosilicate_so,fiber_process,273_Song - 1998 - Preparation of mullite fibers from aluminum isopropoxide–aluminum nitrate–tetraethylorthosilicate so,,Preparation of mullite fibers from aluminum isopropoxide–aluminum nitrate–tetraethylorthosilicate solutions by sol–gel method,G:\paper\Sorted_Database\Fiber_Process\273_Song - 1998 - Preparation of mullite fibers from aluminum isopropoxide–aluminum nitrate–tetraethylorthosilicate so.pdf,data\markdown\fiber_process\273_Song - 1998 - Preparation of mullite fibers from aluminum isopropoxide–aluminum nitrate–tetraethylorthosilicate so.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__274_song_等_1999_preparation_of_alumina_fibers_from_aluminum_salts_by_the_sol_gel_method,fiber_process,274_Song 等 - 1999 - Preparation of alumina fibers from aluminum salts by the sol-gel method,,PREPARATION OF ALUMINA FIBERS FROM ALUMINUM SALTS BY THE SOL-GEL METHOD,G:\paper\Sorted_Database\Fiber_Process\274_Song 等 - 1999 - Preparation of alumina fibers from aluminum salts by the sol-gel method.pdf,data\markdown\fiber_process\274_Song 等 - 1999 - Preparation of alumina fibers from aluminum salts by the sol-gel method.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
fiber_process__275_starbov_等_2012_an_experimental_approach_for_synthesis_of_fe_al_o_multiferroic_fibrous_material,fiber_process,275_Starbov 等 - 2012 - An experimental approach for synthesis of fe-al-O multiferroic fibrous material,10.1088/1742-6596/398/1/012050,OPEN ACCESS,G:\paper\Sorted_Database\Fiber_Process\275_Starbov 等 - 2012 - An experimental approach for synthesis of fe-al-O multiferroic fibrous material.pdf,data\markdown\fiber_process\275_Starbov 等 - 2012 - An experimental approach for synthesis of fe-al-O multiferroic fibrous material.md,true,pdf_text_keyword,markdown_link,https://doi.org/10.1088/1742-6596/398/1/012050,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__279_tan_2011_mullite_fibre_preparation_by_extrusion_method_using_alumina_sol_as_binder,fiber_process,279_Tan - 2011 - Mullite fibre preparation by extrusion method using alumina sol as binder,10.1179/175355510X12856832934188,Mullite fibre preparation by extrusion method using alumina sol as binder,G:\paper\Sorted_Database\Fiber_Process\279_Tan - 2011 - Mullite fibre preparation by extrusion method using alumina sol as binder.pdf,data\markdown\fiber_process\279_Tan - 2011 - Mullite fibre preparation by extrusion method using alumina sol as binder.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1179/175355510X12856832934188; general url present without supplementary keyword
fiber_process__280_tan_2011_preparation_of_long_alumina_fibers_by_sol_gel_method_using_tartaric_acid,fiber_process,280_Tan - 2011 - Preparation of long alumina fibers by sol-gel method using tartaric acid,,Preparation of long alumina fibers by sol-gel method using tartaric acid,G:\paper\Sorted_Database\Fiber_Process\280_Tan - 2011 - Preparation of long alumina fibers by sol-gel method using tartaric acid.pdf,data\markdown\fiber_process\280_Tan - 2011 - Preparation of long alumina fibers by sol-gel method using tartaric acid.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
fiber_process__281_tan_等_2010_mullite_fibres_preparation_by_aqueous_sol_gel_process_and_activation_energy_of_mullitization,fiber_process,281_Tan 等 - 2010 - Mullite fibres preparation by aqueous sol–gel process and activation energy of mullitization,10.1016/j.jallcom.2009.11.118)/S,Mullite fibres preparation by aqueous sol–gel process and activation energy of mullitization,G:\paper\Sorted_Database\Fiber_Process\281_Tan 等 - 2010 - Mullite fibres preparation by aqueous sol–gel process and activation energy of mullitization.pdf,data\markdown\fiber_process\281_Tan 等 - 2010 - Mullite fibres preparation by aqueous sol–gel process and activation energy of mullitization.md,true,pdf_text_keyword,markdown_link,http://www.sciencedirect.com/science/journal/09258388)/S,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; available online
fiber_process__282_tan_等_2011_preparation_of_mullite_fibers_by_sol_gel_process_and_study_of_their_morphology,fiber_process,282_Tan 等 - 2011 - Preparation of mullite fibers by sol-gel process and study of their morphology,10.1080/10426914.2011.568570,Preparation of Mullite Fibers by Sol-Gel Process and Study of Their Morphology,G:\paper\Sorted_Database\Fiber_Process\282_Tan 等 - 2011 - Preparation of mullite fibers by sol-gel process and study of their morphology.pdf,data\markdown\fiber_process\282_Tan 等 - 2011 - Preparation of mullite fibers by sol-gel process and study of their morphology.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1080/10426914.2011.568570; general url present without supplementary keyword
fiber_process__283_tan_等_2011_preparation_of_mullite_fibres_by_sol_gel_processes_using_aluminium_carboxylates_and_tetraethylorthos,fiber_process,283_Tan 等 - 2011 - Preparation of mullite fibres by sol–gel processes using aluminium carboxylates and tetraethylorthos,10.1179/026708309X12526555493396,Preparation of mullite fibres by sol–gel processes using aluminium carboxylates and tetraethylorthosilicate,G:\paper\Sorted_Database\Fiber_Process\283_Tan 等 - 2011 - Preparation of mullite fibres by sol–gel processes using aluminium carboxylates and tetraethylorthos.pdf,data\markdown\fiber_process\283_Tan 等 - 2011 - Preparation of mullite fibres by sol–gel processes using aluminium carboxylates and tetraethylorthos.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1179/026708309X12526555493396; general url present without supplementary keyword
fiber_process__284_tan_等_2012_activation_energy_for_mullitization_of_gel_fibres_obtained_from_aluminum_isopropoxide,fiber_process,284_TAN 等 - 2012 - Activation energy for mullitization of gel fibres obtained from aluminum isopropoxide,,Activation energy for mullitization of gel fibres obtained from aluminum isopropoxide,G:\paper\Sorted_Database\Fiber_Process\284_TAN 等 - 2012 - Activation energy for mullitization of gel fibres obtained from aluminum isopropoxide.pdf,data\markdown\fiber_process\284_TAN 等 - 2012 - Activation energy for mullitization of gel fibres obtained from aluminum isopropoxide.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
fiber_process__285_tan_等_2013_preparation_of_continuous_alumina_gel_fibres_by_aqueous_sol_gel_process,fiber_process,285_TAN 等 - 2013 - Preparation of continuous alumina gel fibres by aqueous sol–gel process,,Preparation of continuous alumina gel fibres by aqueous sol–gel process,G:\paper\Sorted_Database\Fiber_Process\285_TAN 等 - 2013 - Preparation of continuous alumina gel fibres by aqueous sol–gel process.pdf,data\markdown\fiber_process\285_TAN 等 - 2013 - Preparation of continuous alumina gel fibres by aqueous sol–gel process.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
fiber_process__287_tang和yu_2015_electrospinning_preparation_and_characterization_of_alumina_nanofibers_with_high_aspect_ratio,fiber_process,287_Tang和Yu - 2015 - Electrospinning preparation and characterization of alumina nanofibers with high aspect ratio,10.1016/j.ceramint.2015.04.157,Author's Accepted Manuscript,G:\paper\Sorted_Database\Fiber_Process\287_Tang和Yu - 2015 - Electrospinning preparation and characterization of alumina nanofibers with high aspect ratio.pdf,data\markdown\fiber_process\287_Tang和Yu - 2015 - Electrospinning preparation and characterization of alumina nanofibers with high aspect ratio.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.ceramint.2015.04.157; general url present without supplementary keyword
fiber_process__288_tan和guo_2011_preparation_of_long_alumina_fibers_by_sol_gel_method_using_malic_acid,fiber_process,288_TAN和GUO - 2011 - Preparation of long alumina fibers by sol-gel method using malic acid,10.1016/S1003-6326(11)60897-2,Preparation of long alumina fibers by sol-gel method using malic acid,G:\paper\Sorted_Database\Fiber_Process\288_TAN和GUO - 2011 - Preparation of long alumina fibers by sol-gel method using malic acid.pdf,data\markdown\fiber_process\288_TAN和GUO - 2011 - Preparation of long alumina fibers by sol-gel method using malic acid.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/S1003-6326(11)60897-2; general url present without supplementary keyword
fiber_process__289_teoh_等_2007_synthesis_and_characterization_of_sol_gel_alumina_nanofibers,fiber_process,289_Teoh 等 - 2007 - Synthesis and characterization of sol–gel alumina nanofibers,,Synthesis and characterization of sol-gel alumina nanofibers,G:\paper\Sorted_Database\Fiber_Process\289_Teoh 等 - 2007 - Synthesis and characterization of sol–gel alumina nanofibers.pdf,data\markdown\fiber_process\289_Teoh 等 - 2007 - Synthesis and characterization of sol–gel alumina nanofibers.md,true,pdf_text_keyword,markdown_link,http://www.argonide.com,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__290_the_effect_of_adding_different_amount_of_spinning_additives_on,fiber_process,290_The effect of adding different amount of spinning additives on,10.22034/jna.005,RESEARCH ARTICLE,G:\paper\Sorted_Database\Fiber_Process\290_The effect of adding different amount of spinning additives on.pdf,data\markdown\fiber_process\290_The effect of adding different amount of spinning additives on.md,true,pdf_text_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__293_towata_等_2001_preparation_of_polycrystalline_yagalumina_composite_fibers_and_yag_fiber_by_sol_gel_method,fiber_process,293_Towata 等 - 2001 - Preparation of polycrystalline YAGalumina composite fibers and YAG fiber by sol–gel method,,Preparation of polycrystalline YAG/alumina composite fibers and YAG fiber by sol–gel method,G:\paper\Sorted_Database\Fiber_Process\293_Towata 等 - 2001 - Preparation of polycrystalline YAGalumina composite fibers and YAG fiber by sol–gel method.pdf,data\markdown\fiber_process\293_Towata 等 - 2001 - Preparation of polycrystalline YAGalumina composite fibers and YAG fiber by sol–gel method.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__298_urvanov_等_2021_preparation_of_composite_threads_and_hollow_ceramic_fibers_based_on_carbon_fibre_and_aluminum_oxide,fiber_process,298_Urvanov 等 - 2021 - Preparation of composite threads and hollow ceramic fibers based on carbon fibre and aluminum oxide,10.1016/j.jaap.2011.10.001,ПОЛУЧЕНИЕ КОМПОЗИЦИОННЫХ НИТЕЙ И ПОЛЫХ КЕРАМИЧЕСКИХ ВОЛОКОН НА ОСНОВЕ УГЛЕРОДНОГО ВОЛОКНА И ОКСИДА АЛЮМИНИЯ,G:\paper\Sorted_Database\Fiber_Process\298_Urvanov 等 - 2021 - Preparation of composite threads and hollow ceramic fibers based on carbon fibre and aluminum oxide.pdf,data\markdown\fiber_process\298_Urvanov 等 - 2021 - Preparation of composite threads and hollow ceramic fibers based on carbon fibre and aluminum oxide.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/j.jaap.2011.10.001
fiber_process__299_venkatesh_等_1999_preparation_of_alumina_fibre_mats_by_a_sol_gel_spinning_technique,fiber_process,299_Venkatesh 等 - 1999 - Preparation of alumina fibre mats by a sol–gel spinning technique,,Preparation of alumina fibre mats by a sol–gel spinning technique,G:\paper\Sorted_Database\Fiber_Process\299_Venkatesh 等 - 1999 - Preparation of alumina fibre mats by a sol–gel spinning technique.pdf,data\markdown\fiber_process\299_Venkatesh 等 - 1999 - Preparation of alumina fibre mats by a sol–gel spinning technique.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__300_venkatesh和ramanan_2002_influence_of_processing_variables_on_the_microstructure_of_sol_gel_spun_alumina_fibres,fiber_process,300_Venkatesh和Ramanan - 2002 - Influence of processing variables on the microstructure of sol–gel spun alumina fibres,,Influence of processing variables on the microstructure of sol–gel spun alumina fibres,G:\paper\Sorted_Database\Fiber_Process\300_Venkatesh和Ramanan - 2002 - Influence of processing variables on the microstructure of sol–gel spun alumina fibres.pdf,data\markdown\fiber_process\300_Venkatesh和Ramanan - 2002 - Influence of processing variables on the microstructure of sol–gel spun alumina fibres.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
fiber_process__304_wang_等_2007_a_novel_sol_gel_synthetic_route_to_alumina_nanofibers_via_aluminum_nitrate_and_hexamethylenetetramin,fiber_process,304_Wang 等 - 2007 - A novel sol–gel synthetic route to alumina nanofibers via aluminum nitrate and hexamethylenetetramin,10.1016/j.matlet.2004.07.068)/S,A novel sol–gel synthetic route to alumina nanofibers via aluminum nitrate and hexamethylenetetramine,G:\paper\Sorted_Database\Fiber_Process\304_Wang 等 - 2007 - A novel sol–gel synthetic route to alumina nanofibers via aluminum nitrate and hexamethylenetetramin.pdf,data\markdown\fiber_process\304_Wang 等 - 2007 - A novel sol–gel synthetic route to alumina nanofibers via aluminum nitrate and hexamethylenetetramin.md,true,pdf_text_keyword,markdown_link,http://dx.doi.org/10.1016/j.matlet.2004.07.068)/S,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url; available online
fiber_process__309_xie_等_2019_preparation_mechanical_properties_and_diffuse_reflectance_of_yag_continuous_fibers_and_nanofibers,fiber_process,"309_Xie 等 - 2019 - Preparation, mechanical properties, and diffuse reflectance of YAG continuous fibers and nanofibers",10.1016/j.ceramint.2019.07.102,"Preparation, mechanical properties, and diffuse reflectance of YAG continuous fibers and nanofibers","G:\paper\Sorted_Database\Fiber_Process\309_Xie 等 - 2019 - Preparation, mechanical properties, and diffuse reflectance of YAG continuous fibers and nanofibers.pdf","data\markdown\fiber_process\309_Xie 等 - 2019 - Preparation, mechanical properties, and diffuse reflectance of YAG continuous fibers and nanofibers.md",true,pdf_text_keyword,markdown_link,http://www.sciencedirect.com/science/journal/02728842,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
fiber_process__310_xin_等_2024_alumina_fiber_membrane_prepared_by_electrospinning_technology_for_passive_daytime_radiative_cooling,fiber_process,310_Xin 等 - 2024 - Alumina fiber membrane prepared by electrospinning technology for passive daytime radiative cooling,10.1002/adfm.202413813,Alumina Fiber Membrane Prepared by Electrospinning Technology for Passive Daytime Radiative Cooling,G:\paper\Sorted_Database\Fiber_Process\310_Xin 等 - 2024 - Alumina fiber membrane prepared by electrospinning technology for passive daytime radiative cooling.pdf,data\markdown\fiber_process\310_Xin 等 - 2024 - Alumina fiber membrane prepared by electrospinning technology for passive daytime radiative cooling.md,true,markdown_keyword; pdf_text_keyword,markdown_link,https://doi.org/10.1002/adfm.202413813,unknown,,not_attempted,false,high,Supporting Information; Supplementary Material; ESI,strong,Supporting Information; Supplementary Material; ESI,,supplementary keyword detected with url
fiber_process__320_zhang_等_2008_synthesis_and_characterization_of_polyvinyl_butyral_al_no3_3_composite_sol_used_for_alumina_based_fi,fiber_process,320_Zhang 等 - 2008 - Synthesis and characterization of polyvinyl butyral–al(NO3)3 composite sol used for alumina based fi,10.1016/S0955-2219(99)00124-7,Synthesis and characterization of polyvinyl butyral- Al(NO3)3 composite sol used for alumina based fibers,G:\paper\Sorted_Database\Fiber_Process\320_Zhang 等 - 2008 - Synthesis and characterization of polyvinyl butyral–al(NO3)3 composite sol used for alumina based fi.pdf,data\markdown\fiber_process\320_Zhang 等 - 2008 - Synthesis and characterization of polyvinyl butyral–al(NO3)3 composite sol used for alumina based fi.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/S0955-2219(99)00124-7; general url present without supplementary keyword
fiber_process__321_zhang_等_2011_mullite_fibers_prepared_by_sol_gel_method_using_aluminum_chloride_aluminum_isopropoxide_and_tetraeth,fiber_process,321_Zhang 等 - 2011 - Mullite fibers prepared by sol-gel method using aluminum chloride aluminum isopropoxide and tetraeth,10.1080/10426910903124787,Mullite Fibers Prepared by Sol-Gel Method Using Aluminum Chloride Aluminum Isopropoxide and Tetraethylorthosilicate,G:\paper\Sorted_Database\Fiber_Process\321_Zhang 等 - 2011 - Mullite fibers prepared by sol-gel method using aluminum chloride aluminum isopropoxide and tetraeth.pdf,data\markdown\fiber_process\321_Zhang 等 - 2011 - Mullite fibers prepared by sol-gel method using aluminum chloride aluminum isopropoxide and tetraeth.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1080/10426910903124787; general url present without supplementary keyword
